"text","web_url","datetime"
"New Zealand urged the International Court of Justice at preliminary hearings today to order France to halt its program of underground nuclear tests in the South Pacific. New Zealand hopes to obtain an interim ruling banning the tests by reopening a 1973 case that it and Australia brought against French atmospheric nuclear tests.","http://www.nytimes.com/1995/09/12/world/halt-french-a-tests-world-court-is-urged.html",1995-09-12 00:00:00
"The United Nations recently celebrated the 50th anniversary of its founding. How much do you know about the work and the workings of this venerable institute? 1. The United Nations has six major divisions with specific areas of responsibility. Give the name of the body that:","http://www.nytimes.com/1995/11/05/education/quiz.html",1995-11-05 00:00:00
"Despite the Clinton Administration's insistence that people who committed war crimes in Bosnia must be brought to justice, the United States said today that it was withholding intelligence from an international court investigating the atrocities. ""There's certain types of intelligence information that our Government cannot share with the international community,"" said Michael D. McCurry, the White House spokesman, when asked about complaints from the court's chief prosecutor that the United States had not fully cooperated.","http://www.nytimes.com/1995/11/08/world/us-says-it-is-withholding-data-from-war-crimes-panel.html",1995-11-08 00:00:00
"Despite its insistence that war criminals in Bosnia must be brought to justice, the United States, citing national security, said it was withholding intelligence from an international court that is investigating the atrocities. Article, page A10.","http://www.nytimes.com/1995/11/08/world/war-crimes-conflict.html",1995-11-08 00:00:00
"With peace talks in Dayton, Ohio, at a crucial stage, the Bosnian Government and Serbia are wrangling over the fate of the two Bosnian Serb leaders indicted by the international war crimes tribunal, senior officials familiar with the talks said today. The matter took on new urgency with an announcement today from the tribunal's headquarters in The Hague of new indictments against the two, Radovan Karadzic, the political leader, and Gen. Ratko Mladic, the military leader, charging them with genocide in the days after the Serbs invaded the Muslim enclave of Srebrenica in July. The indictment details numerous instances in which Muslim captives, in small and large numbers, were summarily shot.","http://www.nytimes.com/1995/11/17/world/bosnian-talks-snag-on-fate-of-two-serbs.html",1995-11-17 00:00:00
"When the Bosnian Government found itself at odds in Dayton, Ohio, with Richard C. Holbrooke, the American negotiator branded by his critics in the Clinton Administration as ""Raging Bull,"" what did it do? It hired Richard Perle, the man branded by his critics inside the Reagan Administration as the ""Prince of Darkness.""","http://www.nytimes.com/1995/11/18/world/at-the-talks-raging-bull-meets-bulldog-cordially.html",1995-11-18 00:00:00
"The International Court of Justice has completed three weeks of hearings on a question that some view as purely theoretical and others say could determine the future of humanity: Are there any circumstances under which the use of nuclear weapons is legal? Several governments presented powerful arguments citing the devastating effects of nuclear weapons and saying that they must be considered illegal under existing environmental and human rights treaties even though they have not been explicitly banned.","http://www.nytimes.com/1995/11/20/world/world-court-weighs-legality-of-atomic-war.html",1995-11-20 00:00:00
"Even the most diligent map-maker might be excused for overlooking this tiny wind-buffeted island -- a spit of sand and coral hidden in an obscure stretch of the western Pacific, a place literally close to nowhere. Nauru (pronounced NAH-roo) is the world's smallest and most isolated republic. The island has an area of eight square miles, about a third the size of Manhattan, and it is so remote that the nearest island of any size is hundreds of miles away.","http://www.nytimes.com/1995/12/10/world/a-pacific-island-nation-is-stripped-of-everything.html",1995-12-10 00:00:00
"France Telecom, which owns 24.5 percent of the Polish cellular phone company PTK Centertel, accused Poland yesterday of breaching an agreement by denying it the right to obtain a license to provide digital cellular services. The French state-owned telephone company filed a notification of arbitration with the International Court in The Hague and estimated the ""fair level of compensation"" at $500 million. France Telecom contends it was promised a license to operate mobile systems. The Ameritech Corporation of Chicago, France Telecom's partner in Centertel, submitted two claims against Poland to international arbitration last November, seeking $1.5 billion in compensation. Polish officials say no such promise was made. (Bloomberg Business News)","http://www.nytimes.com/1996/01/04/business/international-briefs-france-telecom-files-claim-against-poland.html",1996-01-04 00:00:00
"ACROSS the street from the stately Peace Palace where the World Court sits is the office of an obscure anti-nuclear group called the World Court Project. For years, it has been working toward a single goal: forcing the court, a United Nations body known officially as the International Court of Justice, to rule that any use of nuclear weapons is illegal. Organizers of the project, among them several prominent American lawyers, managed to persuade the United Nations General Assembly and the World Health Organization to ask the court for such a ruling. The court is considering the case after hearing testimony from 22 governments. Countries that favor outlawing the use of nuclear arms argued that they cause devastation far beyond their intended targets and affect generations unborn. Countries with the weapons argued that they were a stabilizing influence.","http://www.nytimes.com/1996/01/14/weekinreview/word-for-word-anti-nuclear-reaction-refusing-learn-love-bomb-nations-take-their.html",1996-01-14 00:00:00
"The international tribunal investigating war crimes in the former Yugoslavia is facing fundamental problems that could undermine its ability to bring suspects to justice, lawyers and human rights officials assert. One of the most pressing problems is the possible departure of the chief prosecutor, Richard Goldstone, a South African jurist whose independence and drive is credited with reinforcing Washington's decision to make war crimes prosecutions a cornerstone of the Dayton peace accord signed last December.","http://www.nytimes.com/1996/01/28/world/war-crimes-tribunal-on-bosnia-is-hampered-by-basic-problems.html",1996-01-28 00:00:00
"No sooner did Greek and Turkish warships pull back from last week's showdown over a barren islet in the Aegean Sea than the talk here turned from war to treason -- the most serious of many charges leveled against Greece's new Prime Minister for his handling of the crisis. Less than two weeks in office, Costas Simitis, 59, a lawyer whose low-key style is in sharp contrast to the flamboyant populism of Andreas Papandreou, his predecessor, has been put on the defensive. He has been attacked by political opponents, including some inside his own Panhellenic Socialist Movement, for accepting a American-brokered resolution of the crisis that many Greeks regard as humiliating.","http://www.nytimes.com/1996/02/09/world/greek-premier-already-in-hot-water.html",1996-02-09 00:00:00
"French NATO troops raided a house near Sarajevo today, arresting 11 Muslim soldiers, including some foreigners, and confiscating ""a large number of weapons, ammunition and explosives,"" a NATO statement said. NATO officials called the presence of foreign troops and the arms cache ""a serious violation"" of the Bosnia peace agreement. The 11 soldiers are being held by NATO forces pending further investigation. In Washington tonight, American officials said that five of the 11 men arrested were Iranian citizens with plans to attack NATO military buildings in different areas. The officials said they could provide no more detail about specific locations.","http://www.nytimes.com/1996/02/16/world/nato-troops-arrest-some-foreigners-among-muslim-troops.html",1996-02-16 00:00:00
"AFTER the Nazis, there were the Nuremberg trials. More recently, ethnic cleansing in Bosnia and genocide in Rwanda have led to the establishment of international criminal tribunals. But out there in the middle distance lurks a monstrous catalogue of atrocities against a nation and its people that no judicial process has yet dared to touch: the Khmer Rouge era in Cambodia. A new report for the State Department by two American legal scholars, who try to clear the air of legal and procedural questions so that justice can be done, raises some tough questions that help explain why the world has shied away so long from this great Asian tragedy. The report, completed in December, went to Congress on Feb 8.","http://www.nytimes.com/1996/02/25/weekinreview/the-world-before-rwanda-before-bosnia-waiting-for-justice-in-cambodia.html",1996-02-25 00:00:00
"Wading into a rising tide of anxiety over China's impending takeover of Hong Kong, Prime Minister John Major today sought to shore up morale and confidence here by promising Hong Kong citizens visa-free access to Britain and vigorous scrutiny of China's behavior in the territory after it regains sovereignty. ""Britain's commitment to Hong Kong will continue well beyond the summer of 1997,"" he told a gathering of British and Hong Kong business people this afternoon. ""That is both our moral responsibility and overwhelmingly in our own self interest.""","http://www.nytimes.com/1996/03/05/world/british-chief-promises-hong-kong-a-tight-check-on-china.html",1996-03-05 00:00:00
"As the Atlanta Games approach, the item that looms largest on the Olympic agenda is establishing a fair and consistent drug policy. The effort to sanction athletes who use banned drugs has produced a mountain of political and legal controversy, bewildering decisions by amateur sports regulators and the possibility of disruptive and costly lawsuits.","http://www.nytimes.com/1996/03/10/sports/backtalk-between-a-rock-and-an-olympic-place.html",1996-03-10 00:00:00
"Although progress has been agonizingly slow, legal scholars and diplomats now meeting here are close to agreement on a blueprint for a permanent international criminal court to deal with genocide and other crimes against humanity. The new court, separate from the International Court of Justice at The Hague, would have the power to prosecute individuals for the kind of crimes seen in recent years in Rwanda and the Balkans.","http://www.nytimes.com/1996/04/07/world/un-seeking-an-accord-on-a-permanent-court-for-war-crimes.html",1996-04-07 00:00:00
"President Clinton met with the Greek Prime Minister today and urged him to refrain from using military force in disputes with Turkey. In a wide-ranging discussion at the White House, Mr. Clinton offered American help in easing tensions between Ankara and Athens. Tensions between Greece and Turkey rose on Jan. 31 into a standoff in the Aegean Sea over a uninhabited slip of land called Imia by the Greeks and Kardak by the Turks.","http://www.nytimes.com/1996/04/10/world/world-news-briefs-clinton-offers-to-ease-turkey-greece-disputes.html",1996-04-10 00:00:00
"To the Editor: Re ""Of Rivers and Politics"" (letter, May 2): In 1992 Slovakia diverted its border river with Hungary onto its own territory, destroyed Hungary's wetlands and kept the generated electricity. Next year, when this case goes before the International Court of Justice, the court will set precedent by deciding if nations can do as they please with their rivers, or if humankind has some rights too when the planet's ecosystems are threatened.","http://www.nytimes.com/1996/05/06/opinion/l-do-rivers-have-rights-027367.html",1996-05-06 00:00:00
"The first international war crimes trials since those that judged German and Japanese leaders after World War II begin on Tuesday in The Hague, part of an effort by outside powers to provide a measure of justice for the thousands of massacred and maimed innocents in the former Yugoslavia. But the trials are a shadow of those conducted five decades ago at Nuremberg and Tokyo. The commanders who ordered the killing of thousands, unlike those found responsible for genocide during World War II, remain at large. The NATO-led military force in Bosnia, although virtually an occupying power, has steadfastly refused to arrest those indicted on charges of war crimes. And evidence often remains in the hands of those suspected of commiting the crimes.","http://www.nytimes.com/1996/05/06/world/first-hague-trial-for-bosnia-crimes-opens-on-tuesday.html",1996-05-06 00:00:00
"Nigerian and Cameroonian forces fought all weekend and into this morning in the latest outbreak of violence over the small Bakassi peninsula, which lies between the two countries, officials at Nigerian defense headquarters said today. The officials said long-range artillery, helicopter gunships and gunboats had been used, and diplomats said more than 50 Nigerian soldiers had been killed and a number taken prisoner in the most recent fighting. No information was available on Cameroonian casualties.","http://www.nytimes.com/1996/05/07/world/nigeria-and-cameroon-clash-over-peninsula-on-the-border.html",1996-05-07 00:00:00
"In the fading afternoon light, a group of former soldiers sat at a table in a bar along the rutted street that runs through the center of this Bosnian Serb stronghold. They sang wistful Serbian folk songs of lost love, of battles against the Turks, the Austrians and the Germans that still color their view of the world. They tossed glasses against the wall.","http://www.nytimes.com/1996/05/12/world/bosnian-serbs-find-peace-is-full-of-conspiracies.html",1996-05-12 00:00:00
"In the seas between Japan and China are potential oil reserves, fishing grounds, mineral deposits and a few specks of rock that together amount to prime international real estate. The disputes about who owns the resources are becoming more serious, for Japan, China and South Korea will soon be tussling over competing claims under the Law of the Sea Treaty. No one expects war any time soon, but some diplomats and government officials warn that in the long term, the disagreements could become a source of major conflict.","http://www.nytimes.com/1996/05/19/world/tension-in-asia-over-wealth-under-the-sea.html",1996-05-19 00:00:00
"There may be few jobs less appealing than defending one of Bosnia's suspected war criminals. Yet representing Dusan Tadic, the first man to be tried by a new international tribunal here, is a distinguished Dutch law professor who could be doing far more lucrative work. Michail Wladimiroff, 51, also a partner in a high-powered law firm in The Hague, usually defends large companies involved in tax or environmental disputes, charging hefty fees. But he has spent much of the past year in the mountains of northern Bosnia, searching for evidence and witnesses. The indictment of the United Nations tribunal for the former Yugoslavia says that his client, a Bosnian Serb, killed, beat and mutilated Muslims in 1992 at the start of the Serbian onslaught.","http://www.nytimes.com/1996/05/20/world/lawyer-says-defending-a-bosnia-serb-is-no-easy-job.html",1996-05-20 00:00:00
"By a narrow margin, the International Court of Justice advised today that the use or threat of nuclear weapons, ""the ultimate evil,"" should be outlawed. But it could not decide whether they should be banned in self-defense. The World Health Organization and the United Nations General Assembly had asked the court for an advisory opinion on whether international law permits the threat or use of nuclear weapons.","http://www.nytimes.com/1996/07/09/world/world-court-condemns-use-of-nuclear-weapons.html",1996-07-09 00:00:00
"By most accounts, Samantha Riley is an admirable young woman: engaging, dedicated, attractive and a remarkably gifted swimmer. She even has a humanitarian for a boyfriend: the Norwegian winter Olympic hero and UNICEF ambassador, Johann Olav Koss. So why do so many bad things keep happening to her?","http://www.nytimes.com/1996/07/09/sports/atlanta-1996-olympic-profile-in-rough-water-riley-races-to-stay-afloat.html",1996-07-09 00:00:00
"THE Clinton Administration came to office three years ago heralding a new age to end the constant economic warfare among the world's trading nations -- an age in which countries could settle their arguments in a host of new international courtrooms. It started with the North American Free Trade Agreement, which created panels of judges to interpret a treaty so thick that one American diplomat swears she used her copy to clobber a rat to death in her apartment. Then the United States led the way in creating potentially the world's most powerful international court, the World Trade Organization.","http://www.nytimes.com/1996/07/21/weekinreview/the-world-talk-multilaterally-hit-allies-with-stick.html",1996-07-21 00:00:00
"Serbia and Bosnia pledged today to establish full diplomatic relations with each other soon, a long-awaited move seen as an expression of support by the Serbian President for the new Bosnia, which is struggling to emerge from nearly four years of war. The agreement came after a day of meetings between Slobodan Milosevic, the Serbian President, and Alija Izetbegovic, the chairman of the newly elected three-member Bosnian Presidency. It was the first meeting between the two since the Bosnian war began in 1992.","http://www.nytimes.com/1996/10/04/world/serb-and-bosnia-leaders-pledge-to-establish-full-relations-soon.html",1996-10-04 00:00:00
"PREMIERE FOR JEEVES Andrew Lloyd Webber has turned his attention to the upstairs, downstairs world of the pre-World War II British upper class in his latest musical ''By Jeeves.'' Opening for its American premiere on Thursday, the show is based on the P. G. Wodehouse stories about the indomitable butler Jeeves and his frequently hapless employer, Bertie Wooster.","http://www.nytimes.com/1996/10/13/nyregion/connecticut-guide-730246.html",1996-10-13 00:00:00
"Clinton Administration rebuts Republican allegations that it manipulated trade and human rights decisions in return for campaign contributions from two wealthy Indonesian families; releases confidential documents to support argument that Pres Clinton has been tougher on Indonesian Govt than Republican predecessors; releases detailed chronologies, interviews with major and minor players in formation of policy toward Indonesia, and selected documents to make case that Clinton has confronted Indonesian Govt on range of issues, including human rights and trade; Administration's alleged involvement with Riady and Wiriadinata families, both linked to Lippo Group real estate conglomerate, discussed; photo (M)","http://www.nytimes.com/1996/10/17/us/administration-moves-to-defend-indonesia-policy-after-criticism.html",1996-10-17 00:00:00
"John Henderson McNeill, a senior legal adviser in the Defense Department on issues ranging from arms control to matters pending before the World Court in The Hague, died on Oct. 26 in the University of Pittsburgh Medical Center. He was 55 and lived in Washington. He died while awaiting a liver transplant, a Pentagon official said.","http://www.nytimes.com/1996/11/03/world/john-henderson-mcneill-55-legal-adviser-to-the-pentagon.html",1996-11-03 00:00:00
"The day after the war crimes tribunal in The Hague handed down its first sentence, there was a feeling in this town today that for some of the people killed in the Bosnian war justice may have at least begun. On Friday, tribunal judges gave a 10-year sentence to a man from this village, Drazen Erdemovic, for helping massacre thousands of men and boys last year near Srebrenica.","http://www.nytimes.com/1996/12/01/world/convicted-bosnian-s-town-senses-justice.html",1996-12-01 00:00:00
"To the Editor: Dr. Strangelove would have loved the Dec. 11 Op-Ed (''It's Dangerous to Disarm'') by Richard Haass, director of foreign policy studies at the Brookings Institution, who takes issue with the appeal of 60 retired military officers, many of them of the highest rank, to embark on a course of complete mutual disarmament.","http://www.nytimes.com/1996/12/16/opinion/l-leave-nuclear-disarmament-to-the-generals-765120.html",1996-12-16 00:00:00
"A Rwandan court sentenced two Hutu men to death today in the country's first efforts to punish those responsible for the massacre of half a million people in 1994. The two men, Deo Bizimana, a former hospital aide, and Egide Gatanaza, a former local administrator, were the first to be convicted among 1,946 Rwandans, mostly Hutu, who have been accused of planning the massacres of Tutsi.","http://www.nytimes.com/1997/01/04/world/rwanda-to-execute-2-hutu-first-verdict-on-94-killings.html",1997-01-04 00:00:00
"To the Editor: The latest effort by our Dr. Strangeloves to keep the nuclear arms race going has to do with more than what you cover in your Jan. 6 front-page article on a Government shift from developing nuclear arms to maintaining stockpiles using advanced techniques to insure potency.","http://www.nytimes.com/1997/01/09/opinion/l-what-test-ban-095400.html",1997-01-09 00:00:00
"Trade negotiators from more than 100 countries are close to reaching an agreement on opening up government-protected telecommunication monopolies to competition, but the United States is still threatening to block the pact if it does not go as far as American officials would like. With only two weeks left before a deadline set by the World Trade Organization, 10 countries have come forward in the last week with new or improved offers to open their domestic communication markets. And thanks in part to pressure from the Federal Communications Commission, officials at the trade organization say that considerable progress has been made on persuading many countries to start reducing their fees for completing international phone calls, which are often wildly expensive compared with American rates.","http://www.nytimes.com/1997/02/03/business/global-phone-pact-appears-near-but-us-conditions-may-block-it.html",1997-02-03 00:00:00
"The Rev. Stevo Vlacic, his deep baritone voice reciting a liturgy that has changed little in the last millennium, stood in his gold embroidered vestments today and began a two-hour Mass for his standing congregation. Candles flickered in long black metal troughs filled with sand. Oil lamps, with dim flames, hung from the ceiling. The sweet smell of incense wafted up toward the vaulted ceiling. Women, their heads covered with scarves, and elderly men lined up to kiss a framed picture of Jesus on the side of the church and a large, graphic painting of the dead Christ on the cross. The soft cadence of the priest's voice filled the building.","http://www.nytimes.com/1997/02/03/world/church-s-role-in-serbia-protests-may-block-reforms.html",1997-02-03 00:00:00
"British face resentful and suspicious Chinese successors when Hong Kong returns to Chinese control on July 1; prosperous community that emerged under British rule is arguably most successful colony ever, but that legacy has been undermined by disillusionment over impasse between China and Britain in recent years; British must swallow humiliation of knowing that Chinese will crush London's last-minute attempts at fostering civil liberties; growing impotence of Britain in Hong Kong has been pointed up by China's defiant decision to scrap British-sponsored constitutional reforms and by rebukes from leadership in Beijing to British claims of right to 'monitor' Hong Kong agreement after transfer of sovereignty; maps; graphs (M)","http://www.nytimes.com/1997/03/27/world/british-leave-hong-kong-in-sour-kind-of-grandeur.html",1997-03-27 00:00:00
"Croatian Government, bowing to pressure from Washington, for first time extradites Croat wanted by international war crimes tribunal in The Hague; former Croatian paramilitary commander, Zlatko Aleksovski, is accused of mistreating Muslim prisoners while he was commander of detention camp at Kaonik, Bosnia; extradition follows threat by US to block loan from International Monetary Fund (M)","http://www.nytimes.com/1997/04/29/world/zagreb-sends-croat-to-trial-in-the-hague.html",1997-04-29 00:00:00
"United Nations war crimes tribunal, concluding first trial, Hague, convicts Bosnian Serb Dusan Tadic of killing two policemen and of torturing and persecuting many Muslim civilians in Bosnia in 1992; acquits him of many other charges because of insufficient evidence; trial and verdict set legal precedents and new standards in international law; three-judge panel accepts prosecution argument that Serbs carefully planned and methodically carried out 'ethnic cleansing' policy; photo (M)","http://www.nytimes.com/1997/05/08/world/un-panel-convicts-bosnian-serb-of-war-crimes.html",1997-05-08 00:00:00
"If you picture the classic tomes lining legal chambers, it seems that law and publishing go hand in hand. So the match looks perfect for putting law on the Internet, where the subject's vastness suits the limitless medium, and electronic searching is a godsend. But there is a rub. Anyone involved in a legal dispute wants airtight assurance that his or her information is strictly reliable and current and includes esoteric but crucial details (even how a judge capitalizes and italicizes words). And the World Wide Web is not comprehensive enough to bank on, or go to court with. Yet.","http://www.nytimes.com/1997/05/12/business/your-own-law-library-no-shelves-required.html",1997-05-12 00:00:00
"THE name of Slobodan Milosevic, President of Serbia, is rarely spoken in the pristine courtroom where war crimes in the former Yugoslavia are being scrutinized. But his spirit is very much present. In fact, the Serb leader appears to have scored something of a victory here in recent days. Infamous for outmaneuvering Western governments, Mr. Milosevic has now by some accounts hoodwinked two of the tribunal's judges. Mr. Milosevic's spirit was evident on May 7 as the United Nations Tribunal concluded its first full trial. Three judges found Dusan Tadic, 41, a Bosnian Serb, guilty of killing two Muslim policemen and of persecuting and torturing many Muslim civilians between May and December 1992.","http://www.nytimes.com/1997/05/18/weekinreview/defining-a-war-to-determine-the-crime.html",1997-05-18 00:00:00
"INTERNATIONAL 3-7 Drug King Used Army, Mexican Court Files Say Some prominent antidrug operations in Mexico in the last year were done at the behest of Amado Carrillo Fuentes, a powerful drug baron who had enlisted corrupt generals and bankrolled Mexican Army units in his war against a chief competitor, according to testimony in secret court proceedings. 1 Congo Leader Is Protested A day after President Laurent Kabila of Congo announced his Government, his troops in Kinshasa fired warning shots to disperse a crowd protesting that former Prime Minister Etienne Tshisekedi had been excluded. They also expressed anger at the presence of foreign troops in the capital. Mr. Tshisekedi, a longtime civilian opponent of Mobutu Sese Seko's rule, said he would not recognize Mr. Kabila's Government. 6 Campaign Riots in Jakarta On the last day of campaigning for next week's parliamentary election in Indonesia, 20,000 Government troops, helped by mobs of rock-throwing young men from the Government party, Golkar, quashed efforts by the People's Democratic Party opposition to hold rallies. Riots broke out nonetheless, as they have frequently in a campaign during which 123 people have been reported killed. 3 Iranians Cast Their Votes Iranians voted for a new President in what has unexpectedly become the most competitive elections in Iran since the Islamic revolution 18 years ago. Many people who indicated that they were tired of religious rule said they cast their votes for Mohammed Khatami, who has advocated a moderate loosening of social control. Conservatives supported Ali Akbar Nategh-Nouri, the Speaker of Parliament and the candidate preferred by the council of mullahs who have ultimate power. 4 Pakistan Urges U.S. to Repay The Foreign Minister of Pakistan told the Clinton Administration that Pakistan would soon consider suing for the repayment of $650 million it paid Washington for a fleet of undelivered F-16 fighter planes. Since Washington often disregards the rulings of international courts, Pakistani officials said, the lawsuit would be brought in the United States. 3 Britain's Blair Debuts in Europe Prime Minister Tony Blair of Britain went to the European mainland for the first time since being elected, and quickly became the main act at a meeting in the Netherlands of the 15 European Union nations. Mr. Blair promised that Britain would be ''constructive, not confrontational'' in its approach to the Union. 7 Russia and Belarus in Union Russia and Belarus agreed to form a new, largely symbolic union. President Boris Yeltsin signed the accord with Alexander Lukashenko, the autocratic leader of Belarus. But the agreement does not create a common state or establish a timetable for substantive unity. 7 NATIONAL 8-10 Congress Goes Home Without Disaster Action Congress recessed for a 12-day spring break without passing a disaster-relief bill. The major sticking point on the bill has been the insistence by Republicans that it allow for a spending freeze during budget fights to prevent Government shutdowns. President Clinton has vowed to veto any bill with such a provision, saying that a freeze would cut money for education and social programs that are a part of the balanced-budget deal. 1 Action Against Citizenship The Government will move to strip citizenship from nearly 5,000 people whose criminal histories should have prevented their naturalization last year or who misrepresented their records of conviction. Such broad action has never been done and it poses enormous legal and logistical challenges. The Immigration and Naturalization Service has been strongly criticized for allowing about 180,000 foreigners to become citizens without having complete criminal background checks during an election-year campaign to streamline citizenship procedures. 1 Surprise Bomb Testimony A witness who defense lawyers thought would say that a man other than Timothy J. McVeigh was in the truck believed to have contained the bomb that destroyed the Oklahoma City Federal building testified that Mr. McVeigh could have been in the truck, too. The witness also acknowledged having a history of mental illness and memory problems 1 Miami's Nice, but . . . So many retirees have come to appreciate the pleasures of small-town living in the South, that some states are seeing them as a source of economic development for out-of-the-way places. Newcomers find the weather good, the atmosphere pleasant and the costs low. Officials find that the newcomers generate construction jobs, retail sales and tax revenue. 1 Seeing Brain Remember Scientists have, for the first time, recorded signals from human brain cells making the associations that lead to long-term memories. The signals were found by a team of neurosurgeons who were preparing epilepsy patients for an operation. 9 Leaving Hurts Enough First Lieut. Kelly J. Flinn, the first woman to pilot a B-52, said leaving the Air Force, even with an honorable discharge, would be heartbreaking. She made the comment in a letter to the Secretary of the Air Force, before she was given a general discharge to avoid a court-martial. 8 Alaska Logging Expanded The Forest Service authorized extensive new logging for the next 10 years in the nation's last expanse of old-growth temperate rain forests, the Tongass National Forest in southeastern Alaska. The plan calls for less logging than loggers and the state's Congressional delegation have sought, but more than environmental groups deem acceptable. 9 NEW YORK/REGION 21-25 City's Employment News Not as Bad as It Seems While the gap between the national unemployment rate and that in the New York City is worse than it has been in at least 30 years, some economist say that might lead companies to move to or expand in the city and the region, because that is where the labor is. 1 Asylum Plea Seems False A man who won publicity and offers of help after he applied for asylum, claiming he was subject to persecution in Nigeria, appears to be an impostor. The man said he was a brother of Lieut. Col. Happy Kefas Bulus, who was accused two years ago of plotting the coup. But Colonel Bulus's family say there is no such brother. 24 The Times Fills News Posts The New York Times announced appointments to several senior positions. R. W. Apple Jr., the newspaper's Washington bureau chief, will become its chief correspondent. He will be succeeded by Michael Oreskes, the metropolitan editor. The deputy metropolitan editor, Joyce Purnick, will become metropolitan editor. Andrew Rosenthal, the paper's Washington editor, will move to New York as foreign editor. He succeeds Bill Keller, whose promotion to managing editor was announced on Thursday. Joseph Lelyveld, executive editor of The Times, said the appointments would take effect over the next few months. 17 Gunshot Victim Goes Home A New Jersey man who was shot in the head during a rampage by a gunman on the Empire State Building went home. Matthew Gross left a rehabilitation center three months after he was wounded. 25 Teen-Agers Held in Slaying Two 15-year-olds were charged with fatally stabbing a man with whom the police said they had been sharing after-midnight beers in Central Park. The man's body, gouged with as many as 50 wounds, was found floating in Central Park Lake. 21 Carpenters Sue New York The unions representing painters and carpenters who work for New York City have sued the Giuliani administration, saying it uses welfare recipients to do jobs once done by unionized workers. 23 BUSINESS DAY 33-46 Antibribery Pact Is Near The world's largest industrialized nations have agreed to outlaw the bribery of foreign officials by the end of next year. The pact is scheduled to be ratified on Monday by the Organization for Economic Cooperation and Development. American businesses that have long complained that the anticorruption law passed by Congress two decades ago puts them at a disadvantage around the world. 33 Business Digest 33 SPORTS 27-32 ARTS 11-17, 20 OBITUARIES 26 Alfred D. Hershey A Nobel laureate who proved that DNA is the molecule that carries genetic information was 88. Dr. Hershey did much of his work at the Cold Spring Harbor Laboratory on Long Island. 26 Fletcher Guard Watson An astronomer and educator whose innovative methods took science subjects to a wider audience was 85. 26 EDITORIAL 18-19 Editorials: Not giving up on Bosnia, another Bush irks the President, when health care is refused. Columns: Russell Baker, Maureen Dowd. Bridge 16 Crossword 16 Weather 32","http://www.nytimes.com/1997/05/24/nyregion/news-summary-274194.html",1997-05-24 00:00:00
"Pakistan's Foreign Minister told the Clinton Administration this week that if no progress is made over the next few months on the repayment of $650 million Washington owes Pakistan for undelivered aircraft, the Islamabad Government will have to consider suing the United States. The Foreign Minister, Gohar Ayub Khan, said in an interview today that Pakistan, which is facing hard financial times, cannot afford to let the statute of limitations run out in two years on its ability to recoup the money through the courts. The lawsuit would be brought in the United States, Pakistani officials say, because Washington often disregards the rulings of international courts.","http://www.nytimes.com/1997/05/24/world/pakistan-may-consider-suing-us-over-aircraft.html",1997-05-24 00:00:00
"Mary Decker Slaney and two other United States athletes are suspended from competition by International Amateur Athletic Federation, world governing body for track and field, until their cases are resolved by American officials; federation stresses that it is not presuming athletes guilty of using banned substances but that it has grown impatient because cases are still not settled nearly year after suspicious urine tests were provide at 1996 Olympic trials in Atlanta; also suspended is Sandra Farmer-Patrick; Stephen Flenoy was also suspended by US track and field officials because of drug test at 1996 trials (M)","http://www.nytimes.com/1997/06/01/sports/slaney-and-2-others-suspended.html",1997-06-01 00:00:00
"If Pol Pot is indeed captured alive and his captors decide that an international tribunal should try him, they will soon discover a gap in the world's justice system. There is no international body to deal with genocide or crimes against humanity, charges that many Cambodians and foreign legal experts would like to bring against the Khmer Rouge leader who presided over a radical leftist regime that killed a million people in executions or through starvation, disease and forced labor.","http://www.nytimes.com/1997/06/21/world/pol-pot-could-escape-judgment-through-legal-gap.html",1997-06-21 00:00:00
"Appearing together to mark what they said was an important moment, Cambodia's rival Prime Ministers announced today that the Khmer Rouge leader, Pol Pot, had been captured and that they would ask the United Nations to help put him on trial. ''The two Prime Ministers will be writing a letter to the Secretary General of the United Nations asking to set up an international tribunal,'' said First Prime Minister Norodom Ranariddh, as Second Prime Minister Hun Sen stood nearby.","http://www.nytimes.com/1997/06/22/world/cambodian-rivals-say-they-will-bring-pol-pot-to-justice.html",1997-06-22 00:00:00
"A rare chance now exists to hold Pol Pot, one of this century's most notorious mass murderers, accountable for his crimes against humanity and the Cambodian people. Many hurdles must still be overcome before he can be brought before an international tribunal. But current realities of Cambodian politics and international diplomacy make this an opportune moment to try. America and other countries committed to upholding international law against wholesale murder must do their utmost to see that he comes to trial. From 1975 to 1979 Pol Pot ordered more than a million people killed as he tried to bend Cambodia to his radical Maoist vision. People were executed because they owned property, because they lived in cities, because they were professionals. Even literacy became grounds for execution. But now, 18 years after invading Vietnamese forces chased him from power and four years after internationally supervised elections left his Khmer Rouge a marginal political and military force, Mr. Pol Pot's former guerrilla comrades have reportedly turned against him and taken him captive.","http://www.nytimes.com/1997/06/24/opinion/a-trial-for-pol-pot.html",1997-06-24 00:00:00
